;temp_air;relative_humidity;wind_speed;wind_direction;pressure
2022-01-01 00:00:00;25,28;79,87;1,52;239,0;97810,0
2022-01-01 00:15:00;25,085;80,7475;1,495;236,75;97812,5
2022-01-01 00:30:00;24,89;81,625;1,47;234,5;97815,0
2022-01-01 00:45:00;24,695;82,5025;1,4449999999999998;232,25;97817,5
2022-01-01 01:00:00;24,5;83,38;1,42;230,0;97820,0
2022-01-01 01:15:00;24,302500000000002;84,2575;1,395;226,0;97827,5
2022-01-01 01:30:00;24,105;85,13499999999999;1,37;222,0;97835,0
2022-01-01 01:45:00;23,9075;86,0125;1,345;218,0;97842,5
2022-01-01 02:00:00;23,71;86,89;1,32;214,0;97850,0
2022-01-01 02:15:00;23,515;87,765;1,295;214,5;97847,5
2022-01-01 02:30:00;23,32;88,64;1,27;215,0;97845,0
2022-01-01 02:45:00;23,125;89,515;1,245;215,5;97842,5
2022-01-01 03:00:00;22,93;90,39;1,22;216,0;97840,0
2022-01-01 03:15:00;22,735;91,2675;1,1975;213,75;97835,0
2022-01-01 03:30:00;22,54;92,14500000000001;1,1749999999999998;211,5;97830,0
2022-01-01 03:45:00;22,345;93,02250000000001;1,1524999999999999;209,25;97825,0
2022-01-01 04:00:00;22,15;93,9;1,13;207,0;97820,0
2022-01-01 04:15:00;21,9525;94,7775;1,105;204,0;97810,0
2022-01-01 04:30:00;21,755;95,655;1,08;201,0;97800,0
2022-01-01 04:45:00;21,557499999999997;96,5325;1,055;198,0;97790,0
2022-01-01 05:00:00;21,36;97,41;1,03;195,0;97780,0
2022-01-01 05:15:00;21,165;98,0575;1,0050000000000001;196,75;97775,0
2022-01-01 05:30:00;20,97;98,705;0,98;198,5;97770,0
2022-01-01 05:45:00;20,775;99,3525;0,9550000000000001;200,25;97765,0
2022-01-01 06:00:00;20,58;100,0;0,93;202,0;97760,0
2022-01-01 06:15:00;20,384999999999998;100,0;0,9075;205,0;97732,5
2022-01-01 06:30:00;20,189999999999998;100,0;0,885;208,0;97705,0
2022-01-01 06:45:00;19,995;100,0;0,8625;211,0;97677,5
2022-01-01 07:00:00;19,8;100,0;0,84;214,0;97650,0
2022-01-01 07:15:00;20,3375;98,2625;0,905;196,5;97660,0
2022-01-01 07:30:00;20,875;96,525;0,97;179,0;97670,0
2022-01-01 07:45:00;21,4125;94,7875;1,0350000000000001;161,5;97680,0
2022-01-01 08:00:00;21,95;93,05;1,1;144,0;97690,0
2022-01-01 08:15:00;21,905;93,05;1,1;125,5;97712,5
2022-01-01 08:30:00;21,86;93,05;1,1;107,0;97735,0
2022-01-01 08:45:00;21,814999999999998;93,05;1,1;88,5;97757,5
2022-01-01 09:00:00;21,77;93,05;1,1;70,0;97780,0
2022-01-01 09:15:00;21,7975;93,825;1,1525;72,0;97810,0
2022-01-01 09:30:00;21,825;94,6;1,205;74,0;97840,0
2022-01-01 09:45:00;21,8525;95,375;1,2575;76,0;97870,0
2022-01-01 10:00:00;21,88;96,15;1,31;78,0;97900,0
2022-01-01 10:15:00;22,0475;95,375;1,2575;79,5;97922,5
2022-01-01 10:30:00;22,215;94,6;1,205;81,0;97945,0
2022-01-01 10:45:00;22,3825;93,825;1,1525;82,5;97967,5
2022-01-01 11:00:00;22,55;93,05;1,1;84,0;97990,0
2022-01-01 11:15:00;22,7425;92,3;1,1175000000000002;73,75;97995,0
2022-01-01 11:30:00;22,935000000000002;91,55;1,135;63,5;98000,0
2022-01-01 11:45:00;23,1275;90,8;1,1524999999999999;53,25;98005,0
2022-01-01 12:00:00;23,32;90,05;1,17;43,0;98010,0
2022-01-01 12:15:00;23,58;88,625;1,275;35,0;98005,0
2022-01-01 12:30:00;23,84;87,19999999999999;1,38;27,0;98000,0
2022-01-01 12:45:00;24,1;85,77499999999999;1,485;19,0;97995,0
2022-01-01 13:00:00;24,36;84,35;1,59;11,0;97990,0
2022-01-01 13:15:00;24,58;85,07499999999999;1,4675;10,0;97985,0
2022-01-01 13:30:00;24,799999999999997;85,8;1,345;9,0;97980,0
2022-01-01 13:45:00;25,02;86,525;1,2225000000000001;8,0;97975,0
2022-01-01 14:00:00;25,24;87,25;1,1;7,0;97970,0
2022-01-01 14:15:00;25,4025;86,5625;1,0825;5,75;97957,5
2022-01-01 14:30:00;25,564999999999998;85,875;1,065;4,5;97945,0
2022-01-01 14:45:00;25,7275;85,1875;1,0475;3,25;97932,5
2022-01-01 15:00:00;25,89;84,5;1,03;2,0;97920,0
2022-01-01 15:15:00;26,1675;82,55;0,98;2,75;97895,0
2022-01-01 15:30:00;26,445;80,6;0,9299999999999999;3,5;97870,0
2022-01-01 15:45:00;26,7225;78,65;0,88;4,25;97845,0
2022-01-01 16:00:00;27,0;76,7;0,83;5,0;97820,0
2022-01-01 16:15:00;27,1675;75,5;0,88;5,0;97800,0
2022-01-01 16:30:00;27,335;74,30000000000001;0,9299999999999999;5,0;97780,0
2022-01-01 16:45:00;27,5025;73,10000000000001;0,98;5,0;97760,0
2022-01-01 17:00:00;27,67;71,9;1,03;5,0;97740,0
2022-01-01 17:15:00;27,777500000000003;71,92500000000001;1,1525;93,5;97717,5
2022-01-01 17:30:00;27,885;71,95;1,2750000000000001;182,0;97695,0
2022-01-01 17:45:00;27,9925;71,975;1,3975;270,5;97672,5
2022-01-01 18:00:00;28,1;72,0;1,52;359,0;97650,0
2022-01-01 18:15:00;28,095;71,4125;1,52;272,5;97595,0
2022-01-01 18:30:00;28,09;70,825;1,52;186,0;97540,0
2022-01-01 18:45:00;28,085;70,23750000000001;1,52;99,5;97485,0
2022-01-01 19:00:00;28,08;69,65;1,52;13,0;97430,0
2022-01-01 19:15:00;27,9525;70,8125;1,5375;15,0;97460,0
2022-01-01 19:30:00;27,825;71,975;1,5550000000000002;17,0;97490,0
2022-01-01 19:45:00;27,697499999999998;73,1375;1,5725;19,0;97520,0
2022-01-01 20:00:00;27,57;74,3;1,59;21,0;97550,0
2022-01-01 20:15:00;27,372500000000002;76,1875;1,5550000000000002;103,5;97550,0
2022-01-01 20:30:00;27,175;78,075;1,52;186,0;97550,0
2022-01-01 20:45:00;26,9775;79,96249999999999;1,4849999999999999;268,5;97550,0
2022-01-01 21:00:00;26,78;81,85;1,45;351,0;97550,0
2022-01-01 21:15:00;26,545;82,51249999999999;1,415;263,25;97565,0
2022-01-01 21:30:00;26,310000000000002;83,175;1,38;175,5;97580,0
2022-01-01 21:45:00;26,075;83,8375;1,345;87,75;97595,0
2022-01-01 22:00:00;25,84;84,5;1,31;0,0;97610,0
2022-01-01 22:15:00;25,6175;85,9125;1,2925;1,5;97630,0
2022-01-01 22:30:00;25,395;87,325;1,275;3,0;97650,0
2022-01-01 22:45:00;25,1725;88,73750000000001;1,2575;4,5;97670,0
2022-01-01 23:00:00;24,95;90,15;1,24;6,0;97690,0
2022-01-01 23:15:00;24,8625;90,8875;1,085;5,75;97722,5
2022-01-01 23:30:00;24,775;91,625;0,9299999999999999;5,5;97755,0
2022-01-01 23:45:00;24,6875;92,3625;0,7749999999999999;5,25;97787,5
2022-01-02 00:00:00;24,6;93,1;0,62;5,0;97820,0
2022-01-02 00:15:00;24,427500000000002;93,875;0,69;90,5;97825,0
2022-01-02 00:30:00;24,255000000000003;94,65;0,76;176,0;97830,0
2022-01-02 00:45:00;24,0825;95,425;0,8300000000000001;261,5;97835,0
2022-01-02 01:00:00;23,91;96,2;0,9;347,0;97840,0
2022-01-02 01:15:00;23,755;96,2;0,9675;344,75;97847,5
2022-01-02 01:30:00;23,6;96,2;1,035;342,5;97855,0
2022-01-02 01:45:00;23,445;96,2;1,1025;340,25;97862,5
2022-01-02 02:00:00;23,29;96,2;1,17;338,0;97870,0
2022-01-02 02:15:00;23,27;96,2;1,085;333,25;97867,5
2022-01-02 02:30:00;23,25;96,2;1,0;328,5;97865,0
2022-01-02 02:45:00;23,23;96,2;0,915;323,75;97862,5
2022-01-02 03:00:00;23,21;96,2;0,83;319,0;97860,0
2022-01-02 03:15:00;23,1;97,0;0,7949999999999999;313,75;97845,0
2022-01-02 03:30:00;22,990000000000002;97,80000000000001;0,76;308,5;97830,0
2022-01-02 03:45:00;22,88;98,60000000000001;0,725;303,25;97815,0
2022-01-02 04:00:00;22,77;99,4;0,69;298,0;97800,0
2022-01-02 04:15:00;22,7225;99,4;0,76;307,5;97795,0
2022-01-02 04:30:00;22,674999999999997;99,4;0,83;317,0;97790,0
2022-01-02 04:45:00;22,627499999999998;99,4;0,8999999999999999;326,5;97785,0
2022-01-02 05:00:00;22,58;99,4;0,97;336,0;97780,0
2022-01-02 05:15:00;22,61;99,4;1,055;341,5;97775,0
2022-01-02 05:30:00;22,64;99,4;1,1400000000000001;347,0;97770,0
2022-01-02 05:45:00;22,669999999999998;99,4;1,225;352,5;97765,0
2022-01-02 06:00:00;22,7;99,4;1,31;358,0;97760,0
2022-01-02 06:15:00;22,79;97,8125;1,4825;269,0;97757,5
2022-01-02 06:30:00;22,88;96,225;1,655;180,0;97755,0
2022-01-02 06:45:00;22,97;94,6375;1,8275000000000001;91,0;97752,5
2022-01-02 07:00:00;23,06;93,05;2,0;2,0;97750,0
2022-01-02 07:15:00;23,0;92,3;2,035;4,5;97767,5
2022-01-02 07:30:00;22,94;91,55;2,0700000000000003;7,0;97785,0
2022-01-02 07:45:00;22,88;90,8;2,105;9,5;97802,5
2022-01-02 08:00:00;22,82;90,05;2,14;12,0;97820,0
2022-01-02 08:15:00;22,7775;90,8;2,14;16,0;97845,0
2022-01-02 08:30:00;22,735;91,55;2,14;20,0;97870,0
2022-01-02 08:45:00;22,6925;92,3;2,14;24,0;97895,0
2022-01-02 09:00:00;22,65;93,05;2,14;28,0;97920,0
2022-01-02 09:15:00;22,66;93,05;1,9675;30,25;97935,0
2022-01-02 09:30:00;22,67;93,05;1,795;32,5;97950,0
2022-01-02 09:45:00;22,68;93,05;1,6225;34,75;97965,0
2022-01-02 10:00:00;22,69;93,05;1,45;37,0;97980,0
2022-01-02 10:15:00;22,802500000000002;92,3;1,4849999999999999;35,25;97997,5
2022-01-02 10:30:00;22,915;91,55;1,52;33,5;98015,0
2022-01-02 10:45:00;23,0275;90,8;1,5550000000000002;31,75;98032,5
2022-01-02 11:00:00;23,14;90,05;1,59;30,0;98050,0
2022-01-02 11:15:00;23,380000000000003;90,0625;1,6400000000000001;30,0;98057,5
2022-01-02 11:30:00;23,62;90,07499999999999;1,69;30,0;98065,0
2022-01-02 11:45:00;23,860000000000003;90,08749999999999;1,74;30,0;98072,5
2022-01-02 12:00:00;24,1;90,1;1,79;30,0;98080,0
2022-01-02 12:15:00;24,4475;88,6875;1,7725;28,25;98080,0
2022-01-02 12:30:00;24,795;87,275;1,755;26,5;98080,0
2022-01-02 12:45:00;25,1425;85,8625;1,7375;24,75;98080,0
2022-01-02 13:00:00;25,49;84,45;1,72;23,0;98080,0
2022-01-02 13:15:00;25,862499999999997;83,8125;1,72;18,25;98065,0
2022-01-02 13:30:00;26,235;83,17500000000001;1,72;13,5;98050,0
2022-01-02 13:45:00;26,6075;82,53750000000001;1,72;8,75;98035,0
2022-01-02 14:00:00;26,98;81,9;1,72;4,0;98020,0
2022-01-02 14:15:00;27,2675;80,6375;1,6175;91,25;98007,5
2022-01-02 14:30:00;27,555;79,375;1,515;178,5;97995,0
2022-01-02 14:45:00;27,8425;78,1125;1,4125;265,75;97982,5
2022-01-02 15:00:00;28,13;76,85;1,31;353,0;97970,0
2022-01-02 15:15:00;28,322499999999998;74,5375;1,275;353,0;97945,0
2022-01-02 15:30:00;28,515;72,225;1,24;353,0;97920,0
2022-01-02 15:45:00;28,7075;69,9125;1,205;353,0;97895,0
2022-01-02 16:00:00;28,9;67,6;1,17;353,0;97870,0
2022-01-02 16:15:00;29,0075;67,05;1,1199999999999999;353,5;97842,5
2022-01-02 16:30:00;29,115;66,5;1,0699999999999998;354,0;97815,0
2022-01-02 16:45:00;29,222499999999997;65,95;1,02;354,5;97787,5
2022-01-02 17:00:00;29,33;65,4;0,97;355,0;97760,0
2022-01-02 17:15:00;29,115;66,48750000000001;0,8999999999999999;354,75;97740,0
2022-01-02 17:30:00;28,9;67,575;0,83;354,5;97720,0
2022-01-02 17:45:00;28,685;68,6625;0,76;354,25;97700,0
2022-01-02 18:00:00;28,47;69,75;0,69;354,0;97680,0
2022-01-02 18:15:00;27,9975;70,85;0,8799999999999999;295,75;97700,0
2022-01-02 18:30:00;27,525;71,95;1,0699999999999998;237,5;97720,0
2022-01-02 18:45:00;27,0525;73,05000000000001;1,26;179,25;97740,0
2022-01-02 19:00:00;26,58;74,15;1,45;121,0;97760,0
2022-01-02 19:15:00;26,354999999999997;75,3875;1,45;128,5;97747,5
2022-01-02 19:30:00;26,13;76,625;1,45;136,0;97735,0
2022-01-02 19:45:00;25,905;77,8625;1,45;143,5;97722,5
2022-01-02 20:00:00;25,68;79,1;1,45;151,0;97710,0
2022-01-02 20:15:00;25,5475;80,425;1,5175;152,25;97720,0
2022-01-02 20:30:00;25,415;81,75;1,585;153,5;97730,0
2022-01-02 20:45:00;25,2825;83,075;1,6524999999999999;154,75;97740,0
2022-01-02 21:00:00;25,15;84,4;1,72;156,0;97750,0
2022-01-02 21:15:00;25,002499999999998;84,3875;1,825;155,5;97755,0
2022-01-02 21:30:00;24,854999999999997;84,375;1,9300000000000002;155,0;97760,0
2022-01-02 21:45:00;24,7075;84,3625;2,035;154,5;97765,0
2022-01-02 22:00:00;24,56;84,35;2,14;154,0;97770,0
2022-01-02 22:15:00;24,465;85,05;2,0025;154,25;97787,5
2022-01-02 22:30:00;24,369999999999997;85,75;1,8650000000000002;154,5;97805,0
2022-01-02 22:45:00;24,275;86,45;1,7275;154,75;97822,5
2022-01-02 23:00:00;24,18;87,15;1,59;155,0;97840,0
2022-01-02 23:15:00;24,09;86,45;1,5550000000000002;152,75;97852,5
2022-01-02 23:30:00;24,0;85,75;1,52;150,5;97865,0
2022-01-02 23:45:00;23,91;85,05;1,4849999999999999;148,25;97877,5
2022-01-03 00:00:00;23,82;84,35;1,45;146,0;97890,0
2022-01-03 00:15:00;23,677500000000002;85,0375;1,4324999999999999;143,25;97897,5
2022-01-03 00:30:00;23,535;85,725;1,415;140,5;97905,0
2022-01-03 00:45:00;23,3925;86,4125;1,3975;137,75;97912,5
2022-01-03 01:00:00;23,25;87,1;1,38;135,0;97920,0
2022-01-03 01:15:00;23,1175;87,83749999999999;1,38;139,5;97935,0
2022-01-03 01:30:00;22,985;88,57499999999999;1,38;144,0;97950,0
2022-01-03 01:45:00;22,8525;89,3125;1,38;148,5;97965,0
2022-01-03 02:00:00;22,72;90,05;1,38;153,0;97980,0
2022-01-03 02:15:00;22,6425;90,05;1,38;156,75;97975,0
2022-01-03 02:30:00;22,564999999999998;90,05;1,38;160,5;97970,0
2022-01-03 02:45:00;22,4875;90,05;1,38;164,25;97965,0
2022-01-03 03:00:00;22,41;90,05;1,38;168,0;97960,0
2022-01-03 03:15:00;22,345;90,8;1,38;171,5;97942,5
2022-01-03 03:30:00;22,28;91,55;1,38;175,0;97925,0
2022-01-03 03:45:00;22,215;92,3;1,38;178,5;97907,5
2022-01-03 04:00:00;22,15;93,05;1,38;182,0;97890,0
2022-01-03 04:15:00;22,11;93,05;1,415;186,25;97877,5
2022-01-03 04:30:00;22,07;93,05;1,45;190,5;97865,0
2022-01-03 04:45:00;22,029999999999998;93,05;1,4849999999999999;194,75;97852,5
2022-01-03 05:00:00;21,99;93,05;1,52;199,0;97840,0
2022-01-03 05:15:00;21,9725;92,2875;1,555;200,25;97827,5
2022-01-03 05:30:00;21,955;91,525;1,5899999999999999;201,5;97815,0
2022-01-03 05:45:00;21,9375;90,7625;1,625;202,75;97802,5
2022-01-03 06:00:00;21,92;90,0;1,66;204,0;97790,0
2022-01-03 06:15:00;21,86;90,75;1,5725;204,0;97785,0
2022-01-03 06:30:00;21,8;91,5;1,4849999999999999;204,0;97780,0
2022-01-03 06:45:00;21,740000000000002;92,25;1,3975;204,0;97775,0
2022-01-03 07:00:00;21,68;93,0;1,31;204,0;97770,0
2022-01-03 07:15:00;21,615000000000002;93,0;1,2575;205,25;97775,0
2022-01-03 07:30:00;21,55;93,0;1,205;206,5;97780,0
2022-01-03 07:45:00;21,485;93,0;1,1525;207,75;97785,0
2022-01-03 08:00:00;21,42;93,0;1,1;209,0;97790,0
2022-01-03 08:15:00;21,595000000000002;92,25;0,895;218,25;97797,5
2022-01-03 08:30:00;21,770000000000003;91,5;0,6900000000000001;227,5;97805,0
2022-01-03 08:45:00;21,945;90,75;0,485;236,75;97812,5
2022-01-03 09:00:00;22,12;90,0;0,28;246,0;97820,0
2022-01-03 09:15:00;22,267500000000002;90,7625;0,4175;189,0;97842,5
2022-01-03 09:30:00;22,415;91,525;0,5549999999999999;132,0;97865,0
2022-01-03 09:45:00;22,5625;92,2875;0,6924999999999999;75,0;97887,5
2022-01-03 10:00:00;22,71;93,05;0,83;18,0;97910,0
2022-01-03 10:15:00;23,0625;92,3125;1,0525;18,75;97927,5
2022-01-03 10:30:00;23,415;91,57499999999999;1,275;19,5;97945,0
2022-01-03 10:45:00;23,767500000000002;90,83749999999999;1,4975;20,25;97962,5
2022-01-03 11:00:00;24,12;90,1;1,72;21,0;97980,0
2022-01-03 11:15:00;24,345;88,675;1,79;19,0;97995,0
2022-01-03 11:30:00;24,57;87,25;1,8599999999999999;17,0;98010,0
2022-01-03 11:45:00;24,795;85,825;1,93;15,0;98025,0
2022-01-03 12:00:00;25,02;84,4;2,0;13,0;98040,0
2022-01-03 12:15:00;25,3625;83,10000000000001;1,8975;10,75;98040,0
2022-01-03 12:30:00;25,705;81,80000000000001;1,795;8,5;98040,0
2022-01-03 12:45:00;26,0475;80,5;1,6925;6,25;98040,0
2022-01-03 13:00:00;26,39;79,2;1,59;4,0;98040,0
2022-01-03 13:15:00;26,675;78,6;1,485;4,75;98027,5
2022-01-03 13:30:00;26,96;78,0;1,38;5,5;98015,0
2022-01-03 13:45:00;27,245;77,4;1,275;6,25;98002,5
2022-01-03 14:00:00;27,53;76,8;1,17;7,0;97990,0
2022-01-03 14:15:00;27,69;76,8125;1,085;8,5;97980,0
2022-01-03 14:30:00;27,85;76,82499999999999;1,0;10,0;97970,0
2022-01-03 14:45:00;28,01;76,83749999999999;0,915;11,5;97960,0
2022-01-03 15:00:00;28,17;76,85;0,83;13,0;97950,0
2022-01-03 15:15:00;28,365000000000002;73,9875;0,8975;20,25;97925,0
2022-01-03 15:30:00;28,560000000000002;71,125;0,9650000000000001;27,5;97900,0
2022-01-03 15:45:00;28,755;68,2625;1,0325;34,75;97875,0
2022-01-03 16:00:00;28,95;65,4;1,1;42,0;97850,0
2022-01-03 16:15:00;29,02;65,4;1,0675000000000001;37,5;97825,0
2022-01-03 16:30:00;29,09;65,4;1,0350000000000001;33,0;97800,0
2022-01-03 16:45:00;29,16;65,4;1,0025;28,5;97775,0
2022-01-03 17:00:00;29,23;65,4;0,97;24,0;97750,0
2022-01-03 17:15:00;29,240000000000002;65,4;1,0025;38,5;97737,5
2022-01-03 17:30:00;29,25;65,4;1,0350000000000001;53,0;97725,0
2022-01-03 17:45:00;29,259999999999998;65,4;1,0675000000000001;67,5;97712,5
2022-01-03 18:00:00;29,27;65,4;1,1;82,0;97700,0
2022-01-03 18:15:00;29,445;63,91250000000001;1,17;72,75;97675,0
2022-01-03 18:30:00;29,619999999999997;62,425000000000004;1,24;63,5;97650,0
2022-01-03 18:45:00;29,794999999999998;60,9375;1,31;54,25;97625,0
2022-01-03 19:00:00;29,97;59,45;1,38;45,0;97600,0
2022-01-03 19:15:00;29,63;60,9125;1,4324999999999999;54,25;97590,0
2022-01-03 19:30:00;29,29;62,375;1,4849999999999999;63,5;97580,0
2022-01-03 19:45:00;28,95;63,8375;1,5375;72,75;97570,0
2022-01-03 20:00:00;28,61;65,3;1,59;82,0;97560,0
2022-01-03 20:15:00;28,3525;66,95;1,59;100,25;97577,5
2022-01-03 20:30:00;28,095;68,60000000000001;1,59;118,5;97595,0
2022-01-03 20:45:00;27,8375;70,25;1,59;136,75;97612,5
2022-01-03 21:00:00;27,58;71,9;1,59;155,0;97630,0
2022-01-03 21:15:00;27,294999999999998;73,0875;1,6400000000000001;156,75;97642,5
2022-01-03 21:30:00;27,009999999999998;74,275;1,69;158,5;97655,0
2022-01-03 21:45:00;26,725;75,4625;1,74;160,25;97667,5
2022-01-03 22:00:00;26,44;76,65;1,79;162,0;97680,0
2022-01-03 22:15:00;26,2375;77,92500000000001;1,74;163,5;97705,0
2022-01-03 22:30:00;26,035;79,2;1,69;165,0;97730,0
2022-01-03 22:45:00;25,8325;80,475;1,6400000000000001;166,5;97755,0
2022-01-03 23:00:00;25,63;81,75;1,59;168,0;97780,0
2022-01-03 23:15:00;25,4675;82,4125;1,52;165,75;97790,0
2022-01-03 23:30:00;25,305;83,075;1,4500000000000002;163,5;97800,0
2022-01-03 23:45:00;25,1425;83,73750000000001;1,3800000000000001;161,25;97810,0
2022-01-04 00:00:00;24,98;84,4;1,31;159,0;97820,0
2022-01-04 00:15:00;24,7875;85,825;1,2925;155,75;97830,0
2022-01-04 00:30:00;24,595;87,25;1,275;152,5;97840,0
2022-01-04 00:45:00;24,4025;88,675;1,2575;149,25;97850,0
2022-01-04 01:00:00;24,21;90,1;1,24;146,0;97860,0
2022-01-04 01:15:00;24,1125;90,1;1,24;144,25;97860,0
2022-01-04 01:30:00;24,015;90,1;1,24;142,5;97860,0
2022-01-04 01:45:00;23,9175;90,1;1,24;140,75;97860,0
2022-01-04 02:00:00;23,82;90,1;1,24;139,0;97860,0
2022-01-04 02:15:00;23,7275;90,08749999999999;1,2225;139,75;97847,5
2022-01-04 02:30:00;23,634999999999998;90,07499999999999;1,205;140,5;97835,0
2022-01-04 02:45:00;23,5425;90,0625;1,1875;141,25;97822,5
2022-01-04 03:00:00;23,45;90,05;1,17;142,0;97810,0
2022-01-04 03:15:00;23,47;90,05;1,085;146,75;97797,5
2022-01-04 03:30:00;23,490000000000002;90,05;1,0;151,5;97785,0
2022-01-04 03:45:00;23,51;90,05;0,915;156,25;97772,5
2022-01-04 04:00:00;23,53;90,05;0,83;161,0;97760,0
2022-01-04 04:15:00;23,380000000000003;89,3125;0,865;173,5;97745,0
2022-01-04 04:30:00;23,23;88,57499999999999;0,8999999999999999;186,0;97730,0
2022-01-04 04:45:00;23,080000000000002;87,83749999999999;0,9349999999999999;198,5;97715,0
2022-01-04 05:00:00;22,93;87,1;0,97;211,0;97700,0
2022-01-04 05:15:00;22,7725;87,83749999999999;1,02;214,5;97682,5
2022-01-04 05:30:00;22,615000000000002;88,57499999999999;1,0699999999999998;218,0;97665,0
2022-01-04 05:45:00;22,4575;89,3125;1,1199999999999999;221,5;97647,5
2022-01-04 06:00:00;22,3;90,05;1,17;225,0;97630,0
2022-01-04 06:15:00;22,325;90,05;1,1875;216,75;97622,5
2022-01-04 06:30:00;22,35;90,05;1,205;208,5;97615,0
2022-01-04 06:45:00;22,375;90,05;1,2225;200,25;97607,5
2022-01-04 07:00:00;22,4;90,05;1,24;192,0;97600,0
2022-01-04 07:15:00;22,3675;90,8;1,1875;191,5;97605,0
2022-01-04 07:30:00;22,335;91,55;1,135;191,0;97610,0
2022-01-04 07:45:00;22,3025;92,3;1,0825;190,5;97615,0
2022-01-04 08:00:00;22,27;93,05;1,03;190,0;97620,0
2022-01-04 08:15:00;22,197499999999998;93,05;1,03;193,5;97627,5
2022-01-04 08:30:00;22,125;93,05;1,03;197,0;97635,0
2022-01-04 08:45:00;22,052500000000002;93,05;1,03;200,5;97642,5
2022-01-04 09:00:00;21,98;93,05;1,03;204,0;97650,0
2022-01-04 09:15:00;22,37;93,8375;0,8925000000000001;238,0;97667,5
2022-01-04 09:30:00;22,759999999999998;94,625;0,755;272,0;97685,0
2022-01-04 09:45:00;23,15;95,4125;0,6174999999999999;306,0;97702,5
2022-01-04 10:00:00;23,54;96,2;0,48;340,0;97720,0
2022-01-04 10:15:00;24,2775;91,95;0,895;343,25;97737,5
2022-01-04 10:30:00;25,015;87,7;1,31;346,5;97755,0
2022-01-04 10:45:00;25,752499999999998;83,45;1,725;349,75;97772,5
2022-01-04 11:00:00;26,49;79,2;2,14;353,0;97790,0
2022-01-04 11:15:00;26,73;77,975;2,2600000000000002;352,25;97800,0
2022-01-04 11:30:00;26,97;76,75;2,3800000000000003;351,5;97810,0
2022-01-04 11:45:00;27,21;75,525;2,5;350,75;97820,0
2022-01-04 12:00:00;27,45;74,3;2,62;350,0;97830,0
2022-01-04 12:15:00;27,6775;73,75;2,465;351,0;97827,5
2022-01-04 12:30:00;27,904999999999998;73,19999999999999;2,31;352,0;97825,0
2022-01-04 12:45:00;28,1325;72,64999999999999;2,1550000000000002;353,0;97822,5
2022-01-04 13:00:00;28,36;72,1;2,0;354,0;97820,0
2022-01-04 13:15:00;28,564999999999998;71,5375;1,88;269,25;97815,0
2022-01-04 13:30:00;28,77;70,975;1,76;184,5;97810,0
2022-01-04 13:45:00;28,975;70,4125;1,6400000000000001;99,75;97805,0
2022-01-04 14:00:00;29,18;69,85;1,52;15,0;97800,0
2022-01-04 14:15:00;29,4;68,7875;1,5025;18,25;97785,0
2022-01-04 14:30:00;29,619999999999997;67,725;1,4849999999999999;21,5;97770,0
2022-01-04 14:45:00;29,84;66,6625;1,4675;24,75;97755,0
2022-01-04 15:00:00;30,06;65,6;1,45;28,0;97740,0
2022-01-04 15:15:00;29,9025;65,57499999999999;1,4675;45,5;97730,0
2022-01-04 15:30:00;29,744999999999997;65,55;1,4849999999999999;63,0;97720,0
2022-01-04 15:45:00;29,5875;65,525;1,5025;80,5;97710,0
2022-01-04 16:00:00;29,43;65,5;1,52;98,0;97700,0
2022-01-04 16:15:00;28,947499999999998;67,1;1,6575;109,25;97690,0
2022-01-04 16:30:00;28,465;68,7;1,795;120,5;97680,0
2022-01-04 16:45:00;27,9825;70,30000000000001;1,9324999999999999;131,75;97670,0
2022-01-04 17:00:00;27,5;71,9;2,07;143,0;97660,0
2022-01-04 17:15:00;27,485;72,5;1,9324999999999999;154,0;97635,0
2022-01-04 17:30:00;27,47;73,1;1,795;165,0;97610,0
2022-01-04 17:45:00;27,455000000000002;73,7;1,6575;176,0;97585,0
2022-01-04 18:00:00;27,44;74,3;1,52;187,0;97560,0
2022-01-04 18:15:00;28,11;71,0875;1,4675;161,75;97547,5
2022-01-04 18:30:00;28,78;67,875;1,415;136,5;97535,0
2022-01-04 18:45:00;29,450000000000003;64,6625;1,3625;111,25;97522,5
2022-01-04 19:00:00;30,12;61,45;1,31;86,0;97510,0
2022-01-04 19:15:00;29,645;63,5;1,275;76,25;97510,0
2022-01-04 19:30:00;29,17;65,55000000000001;1,24;66,5;97510,0
2022-01-04 19:45:00;28,695;67,60000000000001;1,205;56,75;97510,0
2022-01-04 20:00:00;28,22;69,65;1,17;47,0;97510,0
2022-01-04 20:15:00;27,9625;72,0625;1,1025;38,25;97505,0
2022-01-04 20:30:00;27,705;74,475;1,035;29,5;97500,0
2022-01-04 20:45:00;27,4475;76,8875;0,9675;20,750000000000004;97495,0
2022-01-04 21:00:00;27,19;79,3;0,9;12,0;97490,0
2022-01-04 21:15:00;26,9925;79,9375;0,9500000000000001;14,75;97502,5
2022-01-04 21:30:00;26,795;80,57499999999999;1,0;17,5;97515,0
2022-01-04 21:45:00;26,5975;81,21249999999999;1,05;20,25;97527,5
2022-01-04 22:00:00;26,4;81,85;1,1;23,0;97540,0
2022-01-04 22:15:00;26,2;83,9375;1,1175000000000002;25,5;97555,0
2022-01-04 22:30:00;26,0;86,025;1,135;28,0;97570,0
2022-01-04 22:45:00;25,8;88,1125;1,1524999999999999;30,5;97585,0
2022-01-04 23:00:00;25,6;90,2;1,17;33,0;97600,0
